USD,XCD,,East Caribbean Dollar,2.579313903,12/1/2024,8:00:44
USD,XOF,,CFA Franc BCEAO,602.4096386,12/1/2024,8:00:44
USD,YER,,Yemeni Rial,236.7424242,12/1/2024,8:00:44
USD,SVC,,El Salvadorian Colon,8.726764988,12/1/2024,8:00:44
USD,PAB,,Panamanian Balboa,0.950479992,12/1/2024,8:00:44
USD,MZN,,Mozambique New Metical,60.25911419,12/1/2024,8:00:44
USD,GHS,,Ghanian Cedi,14.36781609,12/1/2024,8:00:44
USD,RSD,,Serbian Dinar,104.9317943,12/1/2024,8:00:44
USD,FKP,,Falkland Islands Pound,0.748390959,12/1/2024,8:00:44
USD,CNH,,Chinese Renminbi Offshore HK,7.054176072,12/1/2024,8:00:44
USD,ZMW,,Zambia Kwacha,24.87562189,12/1/2024,8:00:44
USD,MNT,,Mongolian Tughrik,3285.366975,12/1/2024,8:00:44
USD,AFN,,Afghan afghani,68.93651636,12/1/2024,8:00:44
USD,SLE,,Sierra Leone Leone,21.49085038,12/1/2024,8:00:44
USD,MWK,,Malawi Kwacha,1736.964516,12/1/2024,8:00:44
AUD,USD,,Australian Dollar,0.6652,12/1/2024,8:00:44
CAD,USD,,Canadian Dollar,0.7287,12/1/2024,8:00:44
CHF,USD,,Swiss Franc,1.1588,12/1/2024,8:00:44
HUF,USD,,Hungarian Forint,0.002634,12/1/2024,8:00:44
CZK,USD,,Czech Koruna,0.043063,12/1/2024,8:00:44
DKK,USD,,Danish Kroner,0.1447,12/1/2024,8:00:44
EUR,USD,,Euro,1.0803,12/1/2024,8:00:44
FJD,USD,,Fiji Dollar,0.4593,12/1/2024,8:00:44
GBP,USD,,British Pound,1.3007,12/1/2024,8:00:44
HKD,USD,,Hong Kong Dollar,0.131256,12/1/2024,8:00:44
MYR,USD,,Malaysian Ringgit,0.2354,12/1/2024,8:00:44
JPY,USD,,Japanese Yen,0.006821,12/1/2024,8:00:44
MXN,USD,,Mexican Peso,0.0504479,12/1/2024,8:00:44
NOK,USD,,Norwegian Kroner,0.0928,12/1/2024,8:00:44
NZD,USD,,New Zealand Dollar,0.6042,12/1/2024,8:00:44
SEK,USD,,Swedish Kronor,0.0939,12/1/2024,8:00:44
SGD,USD,,Singapore Dollar,0.7635,12/1/2024,8:00:44
THB,USD,,Thai Baht,0.02979,12/1/2024,8:00:44
TND,USD,,Tunisian Dinar,0.3302,12/1/2024,8:00:44
XPF,USD,,Central Polynesian Franc,0.009226,12/1/2024,8:00:44
ZAR,USD,,South African Rand,0.0568,12/1/2024,8:00:44
CNY,USD,,Chinese Renminbi Yuan,0.14529,12/1/2024,8:00:44
BWP,USD,,Botswana Pula,0.0763,12/1/2024,8:00:44
MRU,USD,,Mauritanian Ouguiya,0.026148,12/1/2024,8:00:44
MVR,USD,,Maldives Rufiyaa,0.067885,12/1/2024,8:00:44
EGP,USD,,Egyptian Pound,0.0211,12/1/2024,8:00:44
IDR,USD,,Indonesian Rupiah,0.00006496,12/1/2024,8:00:44
ILS,USD,,Israeli Shekel,0.2825,12/1/2024,8:00:44
INR,USD,,Indian Rupee,0.01224,12/1/2024,8:00:44
ISK,USD,,Iceland Krona,0.00753,12/1/2024,8:00:44
ALL,USD,,Albanian Lek,0.011565,12/1/2024,8:00:44
KRW,USD,,South Korean Won,0.0007492,12/1/2024,8:00:44
MAD,USD,,Moroccan Dirham,0.103221,12/1/2024,8:00:44
AMD,USD,,Armenian Dram,0.002667,12/1/2024,8:00:44
SCR,USD,,Seychelles Rupee,0.0757,12/1/2024,8:00:44
ANG,USD,,Netherlands Antilles Guilder,0.5958,12/1/2024,8:00:44
AED,USD,,Utd. Arab Emir. Dirham,0.2789,12/1/2024,8:00:44
SAR,USD,,Saudi Riyal,0.2732,12/1/2024,8:00:44
MUR,USD,,Mauritius Rupee,0.02227,12/1/2024,8:00:44
TRY,USD,,Turkish New Lira,0.0305,12/1/2024,8:00:44
AOA,USD,,Angola Kwanza,0.00115,12/1/2024,8:00:44
ARS,USD,,Argentine Peso,0.00121,12/1/2024,8:00:44
AWG,USD,,Aruba Guilder,0.5748,12/1/2024,8:00:44
AZN,USD,,Azerbaijan Manat,0.6208,12/1/2024,8:00:44
BHD,USD,,Bahraini Dinar,2.7176,12/1/2024,8:00:44
BAM,USD,,Bosnia & Herzegovina Mark,0.5692,12/1/2024,8:00:44
BBD,USD,,Barbados Dollar,0.5239,12/1/2024,8:00:44
BDT,USD,,Bangladesh Taka,0.00885,12/1/2024,8:00:44
BGN,USD,,Bulgarian Lev,0.5554,12/1/2024,8:00:44
CLP,USD,,Chilean Peso,0.00105995,12/1/2024,8:00:44
BIF,USD,,Burundi Franc,0.0003581,12/1/2024,8:00:44
BMD,USD,,Bermudian Dollar,1.0521,12/1/2024,8:00:44
GIP,USD,,Gibraltar Pound,1.3362,12/1/2024,8:00:44
BND,USD,,Brunei Dollar,0.7873,12/1/2024,8:00:44
BOB,USD,,Bolivian Boliviano,0.1536,12/1/2024,8:00:44
BRL,USD,,Brazilian Real,0.178,12/1/2024,8:00:44
BSD,USD,,Bahamian Dollar,1.0521,12/1/2024,8:00:44
BTN,USD,,Bhutan Ngultram,0.01245,12/1/2024,8:00:44
KWD,USD,,Kuwaiti Dinar,3.357467,12/1/2024,8:00:44
BZD,USD,,Belize Dollar,0.5199,12/1/2024,8:00:44
OMR,USD,,Omani Rial,2.66851,12/1/2024,8:00:44
PKR,USD,,Pakistan Rupee,0.0038,12/1/2024,8:00:44
CDF,USD,,Congolese Franc,0.000386,12/1/2024,8:00:44
COP,USD,,Colombian Peso,0.0002377,12/1/2024,8:00:44
CRC,USD,,Costa Rican Colon,0.002065,12/1/2024,8:00:44
QAR,USD,,Qatari Rial,0.2825,12/1/2024,8:00:44
CUP,USD,,Cuban Peso,0.0418,12/1/2024,8:00:44
CVE,USD,,Cape Verde Escaudo,0.010117,12/1/2024,8:00:44
DJF,USD,,Djibouti Franc,0.0059379,12/1/2024,8:00:44
DOP,USD,,Dominican Peso,0.01739,12/1/2024,8:00:44
DZD,USD,,Algerian Dinar,0.00783,12/1/2024,8:00:44
ERN,USD,,Eritrea Nakfa,0.07199,12/1/2024,8:00:44
JOD,USD,,Jordanian Dinar,1.4635,12/1/2024,8:00:44
KES,USD,,Kenyan Shilling,0.00797,12/1/2024,8:00:44
ETB,USD,,Ethiopia Birr,0.00839,12/1/2024,8:00:44
GEL,USD,,Georgian Lari,0.3804,12/1/2024,8:00:44
GMD,USD,,Gambian Dalasi,0.01522,12/1/2024,8:00:44
GNF,USD,,Guinea Republic Franc,0.0001238,12/1/2024,8:00:44
GTQ,USD,,Guatemalan Quetzal,0.1364,12/1/2024,8:00:44
PHP,USD,,Philippine Peso,0.017573,12/1/2024,8:00:44
PLN,USD,,Polish Zloty,0.2525,12/1/2024,8:00:44
GYD,USD,,Guyana Dollar,0.004957,12/1/2024,8:00:44
HNL,USD,,Honduras Lempira,0.04203,12/1/2024,8:00:44
SYP,USD,,Syrian Pound,0.0001,12/1/2024,8:00:44
HTG,USD,,Haitian Gourde,0.00826,12/1/2024,8:00:44
IQD,USD,,Iraqi Dinar,0.0008063,12/1/2024,8:00:44
IRR,USD,,Iranian Rial,0.000024,12/1/2024,8:00:44
JMD,USD,,Jamaican Dollar,0.00674,12/1/2024,8:00:44
KGS,USD,,Kyrgyzstan Som,0.01219,12/1/2024,8:00:44
KHR,USD,,Cambodia Riel,0.00026536,12/1/2024,8:00:44
KMF,USD,,Comoros Frans,0.0022425,12/1/2024,8:00:44
KPW,USD,,North Korean Won,0.007712,12/1/2024,8:00:44
KYD,USD,,Cayman Island Dollar,1.2741,12/1/2024,8:00:44
KZT,USD,,Kazakhstan Tenge,0.002032,12/1/2024,8:00:44
LAK,USD,,Laos Kip,0.00004802,12/1/2024,8:00:44
LBP,USD,,Lebanese Pound,0.0000117,12/1/2024,8:00:44
LKR,USD,,Sri Lanka Rupee,0.003614,12/1/2024,8:00:44
LSL,USD,,Lesotho Malati,0.0585,12/1/2024,8:00:44
LYD,USD,,Libyan Dinar,0.2238,12/1/2024,8:00:44
MDL,USD,,Moldovan Leu,0.0569,12/1/2024,8:00:44
MGA,USD,,Madagascar Ariary,0.0002251,12/1/2024,8:00:44
MKD,USD,,Macedonia Denar,0.01861,12/1/2024,8:00:44
MMK,USD,,Myanmar Kyat,0.0005,12/1/2024,8:00:44
MOP,USD,,Macau Pataca,0.13127,12/1/2024,8:00:44
NAD,USD,,Namibian Dollar,0.057,12/1/2024,8:00:44
NGN,USD,,Nigerian Naira,0.00065,12/1/2024,8:00:44
NIO,USD,,Nicaraguan Cordoba,0.028724,12/1/2024,8:00:44
NPR,USD,,Nepalese Rupee,0.007745,12/1/2024,8:00:44
PEN,USD,,Peruvian Nuevo Sol,0.2779,12/1/2024,8:00:44
PGK,USD,,Papua New Guinea Kina,0.2628,12/1/2024,8:00:44
PYG,USD,,Paraguay Guarani,0.0001353,12/1/2024,8:00:44
RON,USD,,Romanian Leu,0.2186,12/1/2024,8:00:44
RWF,USD,,Rwandan Franc,0.000767,12/1/2024,8:00:44
SBD,USD,,Solomon Islands Dollar,0.1278,12/1/2024,8:00:44
SHP,USD,,St. Helena Pound,1.3331,12/1/2024,8:00:44
SOS,USD,,Somali Shilling,0.001765,12/1/2024,8:00:44
SRD,USD,,Suriname Dollar,0.0299,12/1/2024,8:00:44
STN,USD,,Sao Tomean Dobra,0.0445563,12/1/2024,8:00:44
SZL,USD,,Swaziland Lilangeni,0.0577,12/1/2024,8:00:44
TOP,USD,,Tongan Pa anga,0.4494,12/1/2024,8:00:44
TTD,USD,,Trinidad and Tobago Dollar,0.1545,12/1/2024,8:00:44
TWD,USD,,Taiwanese Dollar,0.03227,12/1/2024,8:00:44
TZS,USD,,Tanzanian Shilling,0.00039147,12/1/2024,8:00:44
UGX,USD,,Ugandan Shilling,0.0002807,12/1/2024,8:00:44
UYU,USD,,Uruguayan Nuevo Peso,0.02438,12/1/2024,8:00:44
UZS,USD,,Uzbekistan Sum,0.0000818,12/1/2024,8:00:44
VND,USD,,Vietnamese Dong,0.00004064,12/1/2024,8:00:44
VUV,USD,,Vanuatu Vatu,0.008888,12/1/2024,8:00:44
WST,USD,,Samoan Tala,0.3885,12/1/2024,8:00:44
XAF,USD,,CFA Franc,0.001702,12/1/2024,8:00:44
XCD,USD,,East Caribbean Dollar,0.3877,12/1/2024,8:00:44
XOF,USD,,CFA Franc BCEAO,0.00166,12/1/2024,8:00:44
YER,USD,,Yemeni Rial,0.004224,12/1/2024,8:00:44
SVC,USD,,El Salvadorian Colon,0.11459,12/1/2024,8:00:44
PAB,USD,,Panamanian Balboa,1.0521,12/1/2024,8:00:44
MZN,USD,,Mozambique New Metical,0.016595,12/1/2024,8:00:44
GHS,USD,,Ghanian Cedi,0.0696,12/1/2024,8:00:44
RSD,USD,,Serbian Dinar,0.00953,12/1/2024,8:00:44
FKP,USD,,Falkland Islands Pound,1.3362,12/1/2024,8:00:44
CNH,USD,,Chinese Renminbi Offshore HK,0.14176,12/1/2024,8:00:44
ZMW,USD,,Zambia Kwacha,0.0402,12/1/2024,8:00:44
MNT,USD,,Mongolian Tughrik,0.00030438,12/1/2024,8:00:44
AFN,USD,,Afghan afghani,0.0145061,12/1/2024,8:00:44
SLE,USD,,Sierra Leone Leone,0.04653143,12/1/2024,8:00:44
MWK,USD,,Malawi Kwacha,0.000575717,12/1/2024,8:00:44
